=== MLLL vs HNF Intermediate Bit Size Benchmark ===
Level: 3, Norm bitsize: 193, Iterations: 500
GRAM prealloc (Phase 2 candidate B): OFF
GRAM fp       (Phase 2 candidate C): OFF

Generating 500 random ideal lattice pairs (bitsize=193)...
Mode: alg2
  Set 1: 2124.77 ms
  Set 2: 1952.53 ms
Generation done.

T    |   Inp |  HNFint | MLLLtot   MLLLv   MLLLg |  GRMtot    GRMv    GRMg |  HNFms MLLLms  GRMms
63   |   194 |    3284 |    5383     386    5383 |     771     385     771 |    0.2   13.5    0.8
64   |   194 |    3274 |    5366     385    5366 |     770     385     770 |    0.1   13.4    0.9
65   |   193 |    3249 |    5340     383    5340 |     766     383     766 |    0.3   13.8    0.7
66   |   193 |    3253 |    5344     383    5344 |     766     383     766 |    0.2   13.7    0.7
67   |   194 |    3254 |    4602     384    4602 |     768     384     768 |    0.2   10.4    0.6
68   |   192 |    3248 |    4595     383    4595 |     767     383     767 |    0.2    9.2    0.6
69   |   194 |    2306 |    5325     386    5325 |     771     385     771 |    0.2   10.3    0.6
70   |   194 |    3261 |    5365     384    5365 |     768     384     768 |    0.1   13.4    0.7
71   |   194 |    3239 |    4588     384    4588 |     768     384     768 |    0.2   10.3    0.6
72   |   194 |    3271 |    5363     384    5363 |     768     384     768 |    0.2   13.4    0.7
73   |   194 |    2122 |    5374     386    5374 |     772     386     772 |    0.2   14.1    0.7
74   |   194 |    3276 |    5369     385    5369 |     771     385     771 |    0.2   13.0    0.7
75   |   194 |    3282 |    5376     386    5376 |     772     386     772 |    0.2   13.0    0.7
76   |   194 |    3279 |    5365     385    5365 |     772     385     772 |    0.2   12.5    0.7
77   |   194 |    3288 |    5383     386    5383 |     772     386     772 |    0.2   13.9    0.8
78   |   194 |    3280 |    5382     385    5382 |     771     385     771 |    0.2   14.4    0.9
79   |   193 |    3253 |    4600     384    4600 |     767     384     767 |    0.2   10.2    0.6
80   |   194 |    3253 |    5312     384    5312 |     769     384     769 |    0.2   13.2    0.7
81   |   194 |    2125 |    5358     386    5358 |     772     386     772 |    0.2    9.7    0.6
82   |   194 |    3228 |    4577     384    4577 |     768     384     768 |    0.1    9.4    0.6
83   |   194 |    2654 |    4569     384    4569 |     768     384     768 |    0.1    9.3    0.6
84   |   194 |    3272 |    5358     384    5358 |     768     384     768 |    0.1   12.2    0.7
85   |   194 |    2107 |    5367     384    5367 |     769     384     769 |    0.1   12.3    0.7
86   |   194 |    2877 |    5372     385    5372 |     769     385     769 |    0.2   12.4    0.7
87   |   194 |    3281 |    5366     386    5366 |     771     386     771 |    0.1   12.5    0.7
88   |   194 |    3289 |    5379     386    5379 |     771     386     771 |    0.1   12.2    0.7
89   |   194 |    3262 |    5367     385    5367 |     770     385     770 |    0.1   12.6    0.7
90   |   193 |    3262 |    5363     385    5363 |     770     385     770 |    0.1   12.4    0.7
91   |   194 |    3274 |    5358     385    5358 |     770     385     770 |    0.1   12.3    0.7
92   |   194 |    3253 |    4600     384    4600 |     768     384     768 |    0.1    9.5    0.6
93   |   194 |    3246 |    4595     384    4595 |     768     384     768 |    0.1    9.3    0.6
94   |   193 |    3259 |    5359     384    5359 |     768     384     768 |    0.1   12.1    0.7
95   |   193 |    3239 |    5338     383    5338 |     766     383     766 |    0.1    9.4    0.6
96   |   194 |    3273 |    5366     384    5366 |     769     384     769 |    0.1   12.4    0.7
97   |   193 |    3244 |    5321     383    5321 |     767     383     767 |    0.1   12.3    0.7
98   |   193 |    3255 |    5358     383    5358 |     768     384     768 |    0.1   13.0    0.7
99   |   194 |    3277 |    5367     385    5367 |     771     385     771 |    0.1   12.6    0.7
100  |   194 |    3263 |    5325     383    5325 |     769     383     769 |    0.1   12.2    0.7
101  |   194 |    3280 |    5369     385    5369 |     771     385     771 |    0.1   12.0    0.7
102  |   194 |    3286 |    5376     385    5376 |     771     385     771 |    0.1   12.6    0.8
103  |   194 |    3280 |    5374     386    5374 |     772     386     772 |    0.1   12.3    0.7
104  |   193 |    2096 |    4591     383    4591 |     767     383     767 |    0.1    9.2    0.6
105  |   194 |    3277 |    5371     384    5371 |     769     384     769 |    0.1   12.4    0.7
106  |   193 |    3255 |    4599     384    4599 |     768     384     768 |    0.1    9.5    0.6
107  |   194 |    3291 |    5380     386    5380 |     772     386     772 |    0.1   13.1    0.7
108  |   194 |    3277 |    5378     386    5378 |     771     385     771 |    0.1    9.5    0.6
109  |   194 |    3284 |    5376     385    5376 |     771     385     771 |    0.1   12.9    0.7
110  |   194 |    3271 |    5369     385    5369 |     770     385     770 |    0.1   12.7    0.7
111  |   194 |    2880 |    5356     383    5356 |     768     384     768 |    0.1    9.9    0.6
112  |   190 |    3218 |    4558     383    4558 |     765     383     765 |    0.2    9.0    0.6
113  |   194 |    2292 |    4601     384    4601 |     768     384     768 |    0.1    9.0    0.6
114  |   194 |    3280 |    5366     385    5366 |     771     385     771 |    0.2   12.4    0.7
115  |   194 |    3282 |    5369     384    5369 |     769     384     769 |    0.1   12.2    0.7
116  |   194 |    3268 |    5364     385    5364 |     770     385     770 |    0.1   13.1    0.7
117  |   194 |    3283 |    5378     385    5378 |     770     385     770 |    0.1   12.9    0.7
118  |   194 |    3274 |    5365     385    5365 |     771     386     771 |    0.1   12.7    0.7
119  |   194 |    3234 |    4580     384    4580 |     768     384     768 |    0.1    9.4    0.6
120  |   194 |    3261 |    5365     384    5365 |     768     384     768 |    0.1   12.7    0.7
121  |   194 |    3265 |    5367     385    5367 |     769     385     769 |    0.3   12.9    0.7
122  |   194 |    2495 |    5369     385    5369 |     769     385     769 |    0.1    9.3    0.6
123  |   194 |    3284 |    5376     385    5376 |     770     385     770 |    0.1   12.8    0.7
124  |   194 |    3071 |    5377     385    5377 |     770     385     770 |    0.2    9.4    0.6
125  |   194 |    2510 |    5378     385    5378 |     771     386     771 |    0.1   12.2    0.7
126  |   194 |    3269 |    5365     385    5365 |     770     385     770 |    0.1   12.3    0.7
127  |   193 |    3243 |    4587     384    4587 |     767     384     767 |    0.1    9.1    0.6
128  |   193 |    3265 |    5362     383    5362 |     767     383     767 |    0.1   12.0    0.7
129  |   193 |    2100 |    5355     383    5355 |     767     383     767 |    0.1   12.1    0.7
130  |   194 |    3269 |    5360     384    5360 |     768     384     768 |    0.1   12.4    0.7
131  |   194 |    3282 |    5372     385    5372 |     771     385     771 |    0.1   13.2    0.7
132  |   194 |    2309 |    5379     386    5379 |     771     386     771 |    0.1   12.4    0.7
133  |   194 |    3270 |    5356     384    5356 |     768     384     768 |    0.1   12.8    0.7
134  |   194 |    3278 |    5376     385    5376 |     770     385     770 |    0.1   12.7    0.7
135  |   194 |    3275 |    5367     384    5367 |     769     384     769 |    0.1   12.1    0.7
136  |   194 |    3270 |    5366     385    5366 |     771     385     771 |    0.1   13.2    0.7
137  |   192 |    2869 |    5329     384    5329 |     769     384     769 |    0.1    9.8    0.6
138  |   194 |    3285 |    5375     385    5375 |     770     385     770 |    0.1   12.7    0.7
139  |   194 |    3292 |    5386     385    5386 |     771     385     771 |    0.1   12.1    0.7
140  |   194 |    2292 |    5364     384    5364 |     768     384     768 |    0.1   12.8    0.7
141  |   193 |    3262 |    5359     384    5359 |     768     384     768 |    0.1   12.4    0.7
142  |   194 |    3265 |    5363     384    5363 |     769     384     769 |    0.1   12.5    0.7
143  |   193 |    3269 |    5358     385    5358 |     770     385     770 |    0.1   13.0    0.7
144  |   194 |    3262 |    4603     385    4603 |     770     385     770 |    0.1    9.4    0.6
145  |   193 |    3264 |    5361     384    5361 |     768     384     768 |    0.1   12.2    0.7
146  |   194 |    3267 |    5357     384    5357 |     767     384     767 |    0.1   13.0    0.7
147  |   193 |    3241 |    4586     383    4586 |     767     383     767 |    0.1    9.5    0.6
148  |   194 |    3285 |    5373     385    5373 |     771     385     771 |    0.1   12.9    0.7
149  |   194 |    2095 |    5330     384    5330 |     768     384     768 |    0.1    9.3    0.6
150  |   194 |    3261 |    5365     384    5365 |     769     384     769 |    0.1   12.8    0.7
151  |   194 |    2313 |    5356     386    5356 |     772     386     772 |    0.1    9.8    0.6
152  |   194 |    3273 |    5370     385    5370 |     770     385     770 |    0.2   12.6    0.7
153  |   194 |    3279 |    5365     385    5365 |     769     385     769 |    0.1   12.6    0.7
154  |   194 |    2491 |    5339     385    5339 |     770     385     770 |    0.1    9.2    0.6
155  |   194 |    3289 |    5372     386    5372 |     772     386     772 |    0.1   12.5    0.7
156  |   194 |    2111 |    5361     385    5361 |     770     385     770 |    0.1    9.8    0.6
157  |   194 |    3277 |    5367     384    5367 |     769     384     769 |    0.1   12.7    0.7
158  |   194 |    3278 |    5375     385    5375 |     770     385     770 |    0.1   12.6    0.7
159  |   194 |    3264 |    5352     384    5352 |     767     384     767 |    0.1   12.5    0.7
160  |   193 |    3266 |    5355     385    5355 |     770     385     770 |    0.1   12.6    0.7
161  |   193 |    3267 |    5368     384    5368 |     769     385     769 |    0.1   12.1    0.7
162  |   192 |    3238 |    5328     383    5328 |     766     383     766 |    0.1   11.8    0.6
163  |   194 |    3277 |    5367     385    5367 |     769     385     769 |    0.3   13.0    0.7
164  |   194 |    2298 |    5356     386    5356 |     773     386     773 |    0.1   12.4    0.7
165  |   194 |    2109 |    5363     384    5363 |     769     385     769 |    0.1   12.4    0.7
166  |   194 |    3291 |    5379     385    5379 |     771     385     771 |    0.1   12.3    0.7
167  |   194 |    3272 |    5361     384    5361 |     768     384     768 |    0.1   13.1    0.7
168  |   194 |    3278 |    5373     385    5373 |     770     385     770 |    0.1   11.7    0.7
169  |   194 |    2505 |    5371     386    5371 |     771     386     771 |    0.1   12.4    0.7
170  |   194 |    3288 |    5382     386    5382 |     772     386     772 |    0.1    9.7    0.6
171  |   193 |    3261 |    5358     384    5358 |     768     384     768 |    0.1   12.6    0.7
172  |   193 |    3267 |    5359     384    5359 |     769     384     769 |    0.1   12.8    0.7
173  |   194 |    3278 |    5367     385    5367 |     771     385     771 |    0.1   12.3    0.7
174  |   194 |    3277 |    5376     385    5376 |     770     385     770 |    0.1   12.8    0.7
175  |   194 |    3275 |    5369     384    5369 |     770     385     770 |    0.1   13.0    0.7
176  |   193 |    3261 |    5359     384    5359 |     768     384     768 |    0.1   12.3    0.7
177  |   194 |    3282 |    5372     384    5372 |     770     385     770 |    0.1   12.5    0.7
178  |   194 |    3273 |    5365     385    5365 |     769     385     769 |    0.1   12.3    0.7
179  |   192 |    3250 |    5342     383    5342 |     766     383     766 |    0.2   12.4    0.7
180  |   194 |    3281 |    5368     385    5368 |     771     385     771 |    0.1   12.0    0.7
181  |   194 |    2478 |    5370     385    5370 |     769     385     769 |    0.1   12.1    0.7
182  |   194 |    3282 |    5373     385    5373 |     770     385     770 |    0.1   12.4    0.7
183  |   194 |    2500 |    5364     385    5364 |     770     385     770 |    0.1   12.1    0.7
184  |   193 |    3257 |    5347     383    5347 |     768     383     768 |    0.1   12.5    0.7
185  |   194 |    3290 |    5376     386    5376 |     772     386     772 |    0.1   13.1    0.7
186  |   192 |    3234 |    4578     383    4578 |     765     383     765 |    0.1    9.0    0.6
187  |   194 |    3288 |    5377     385    5377 |     772     386     772 |    0.1   12.7    0.7
188  |   194 |    3289 |    5381     385    5381 |     771     385     771 |    0.1   12.5    0.7
189  |   194 |    2099 |    4597     384    4597 |     768     384     768 |    0.1    9.4    0.6
190  |   194 |    2508 |    5375     385    5375 |     770     385     770 |    0.1    9.5    0.6
191  |   192 |    3239 |    5345     383    5345 |     765     383     765 |    0.1   11.6    0.7
192  |   194 |    3261 |    5358     384    5358 |     768     384     768 |    0.1   12.4    0.7
193  |   194 |    3244 |    4591     385    4591 |     770     385     770 |    0.1    9.3    0.6
194  |   193 |    3255 |    5352     383    5352 |     766     383     766 |    0.1   11.9    0.7
195  |   194 |    3274 |    5363     384    5363 |     768     384     768 |    0.1   12.4    0.7
196  |   194 |    2687 |    5370     385    5370 |     769     385     769 |    0.1    9.6    0.6
197  |   194 |    3261 |    5364     384    5364 |     768     384     768 |    0.1   12.4    0.7
198  |   192 |    3236 |    4582     383    4582 |     766     383     766 |    0.1    9.0    0.6
199  |   194 |    3282 |    5375     385    5375 |     770     385     770 |    0.1   13.3    0.7
200  |   194 |    3279 |    5368     385    5368 |     769     385     769 |    0.1   12.8    0.7
201  |   193 |    3266 |    5364     384    5364 |     769     384     769 |    0.1   12.6    0.7
202  |   193 |    2082 |    4568     383    4568 |     767     383     767 |    0.1    9.0    0.6
203  |   193 |    3270 |    5365     384    5365 |     768     384     768 |    0.1   12.7    0.7
204  |   193 |    3263 |    5356     384    5356 |     768     384     768 |    0.1   12.0    0.6
205  |   193 |    3240 |    4585     383    4585 |     766     383     766 |    0.1    9.4    0.6
206  |   194 |    2291 |    5365     384    5365 |     768     384     768 |    0.1   12.8    0.7
207  |   194 |    3273 |    5358     385    5358 |     770     385     770 |    0.2   12.7    0.7
208  |   193 |    3269 |    5363     385    5363 |     770     385     770 |    0.2   12.5    0.7
209  |   194 |    3291 |    5380     386    5380 |     772     386     772 |    0.1   13.0    0.7
210  |   193 |    3264 |    5354     384    5354 |     768     384     768 |    0.2   12.6    0.7
211  |   194 |    3274 |    5365     386    5365 |     773     386     773 |    0.2   12.4    0.7
212  |   194 |    3275 |    5365     384    5365 |     768     384     768 |    0.1   13.1    0.8
213  |   194 |    3268 |    5350     384    5350 |     767     384     767 |    0.1   13.6    0.7
214  |   194 |    3256 |    4603     384    4603 |     768     384     768 |    0.2    9.3    0.6
215  |   194 |    3287 |    5377     385    5377 |     772     385     772 |    0.2   12.9    0.7
216  |   193 |    3261 |    5362     384    5362 |     768     384     768 |    0.2   12.7    0.7
217  |   194 |    2091 |    4575     384    4575 |     767     384     767 |    0.1    9.2    0.6
218  |   194 |    3281 |    5367     385    5367 |     770     385     770 |    0.1   12.3    0.7
219  |   194 |    2505 |    5369     386    5369 |     772     386     772 |    0.1   12.9    0.7
220  |   191 |    3220 |    4564     383    4564 |     765     383     765 |    0.2    9.4    0.6
221  |   194 |    3271 |    5368     384    5368 |     769     384     769 |    0.1   12.8    0.7
222  |   193 |    3260 |    5360     384    5360 |     768     384     768 |    0.2   13.9    0.9
223  |   194 |    2702 |    5386     386    5386 |     771     386     771 |    0.2   14.0    0.7
224  |   194 |    3287 |    5380     385    5380 |     771     385     771 |    0.2   12.7    0.7
225  |   194 |    2492 |    5361     384    5361 |     768     384     768 |    0.1   12.9    0.7
226  |   194 |    3283 |    5375     385    5375 |     770     385     770 |    0.2   12.3    0.7
227  |   193 |    3251 |    4598     383    4598 |     767     383     767 |    0.1    9.3    0.6
228  |   192 |    3232 |    5305     383    5305 |     766     383     766 |    0.1   11.5    0.7
229  |   193 |    3263 |    5359     385    5359 |     769     385     769 |    0.1   12.8    0.7
230  |   193 |    3260 |    5350     383    5350 |     767     383     767 |    0.1   12.0    0.6
231  |   194 |    3265 |    5360     386    5360 |     772     386     772 |    0.2   12.0    0.7
232  |   194 |    3285 |    5382     385    5382 |     770     385     770 |    0.1   12.4    0.7
233  |   194 |    3275 |    5364     384    5364 |     769     385     769 |    0.2   13.4    0.7
234  |   193 |    3264 |    5368     384    5368 |     768     384     768 |    0.1   12.2    0.7
235  |   194 |    3281 |    5374     385    5374 |     770     385     770 |    0.1   12.4    0.7
236  |   193 |    3267 |    5354     386    5354 |     773     386     773 |    0.1   12.3    0.7
237  |   192 |    3231 |    4576     384    4576 |     767     384     767 |    0.1    9.3    0.6
238  |   194 |    3282 |    5363     386    5363 |     772     386     772 |    0.1   12.5    0.7
239  |   194 |    2480 |    4605     384    4605 |     768     384     768 |    0.1    9.2    0.6
240  |   194 |    3286 |    5373     386    5373 |     772     386     772 |    0.1   12.6    0.7
241  |   194 |    3279 |    5367     385    5367 |     771     385     771 |    0.1   12.6    0.7
242  |   194 |    3279 |    5362     385    5362 |     770     385     770 |    0.1   17.0    1.0
243  |   194 |    3275 |    5371     386    5371 |     771     385     771 |    0.2   16.9    0.9
244  |   194 |    3279 |    5380     385    5380 |     771     385     771 |    0.2   13.1    0.7
245  |   191 |    2079 |    4563     383    4563 |     765     383     765 |    0.1    9.0    0.6
246  |   193 |    3273 |    5362     385    5362 |     770     385     770 |    0.2   12.9    0.7
247  |   191 |    3226 |    4568     383    4568 |     765     383     765 |    0.1    9.3    0.7
248  |   194 |    3290 |    5378     385    5378 |     771     385     771 |    0.2   13.4    0.7
249  |   194 |    3284 |    5373     386    5373 |     771     386     771 |    0.2   12.9    1.2
250  |   194 |    3273 |    5361     384    5361 |     769     384     769 |    0.3   12.8    0.7
251  |   194 |    3292 |    5374     386    5374 |     773     386     773 |    0.2   13.2    0.7
252  |   194 |    3273 |    5373     386    5373 |     771     386     771 |    0.2   12.3    0.7
253  |   193 |    3265 |    5356     385    5356 |     769     385     769 |    0.1   13.2    0.8
254  |   194 |    3284 |    5379     385    5379 |     772     386     772 |    0.1   12.9    0.7
255  |   194 |    3274 |    5362     385    5362 |     769     385     769 |    0.1   12.3    0.7
256  |   194 |    3281 |    5377     385    5377 |     771     385     771 |    0.1   12.5    0.7
257  |   194 |    3282 |    5373     385    5373 |     771     385     771 |    0.1   12.7    0.7
258  |   194 |    2282 |    4584     384    4584 |     768     384     768 |    0.1    9.3    0.6
259  |   194 |    3270 |    5365     385    5365 |     770     385     770 |    0.2   12.5    0.7
260  |   194 |    2488 |    4603     384    4603 |     768     384     768 |    0.1    9.0    0.6
261  |   191 |    3224 |    4570     383    4570 |     765     383     765 |    0.1    9.6    0.6
262  |   194 |    3277 |    5371     385    5371 |     771     385     771 |    0.1   12.5    0.7
263  |   194 |    3285 |    5374     386    5374 |     771     386     771 |    0.1   12.7    0.7
264  |   194 |    3280 |    5374     385    5374 |     769     385     769 |    0.1   12.6    0.7
265  |   194 |    3278 |    5372     385    5372 |     770     385     770 |    0.1   12.7    0.7
266  |   194 |    2877 |    5339     384    5339 |     767     384     767 |    0.1   12.3    0.7
267  |   192 |    2283 |    4587     383    4587 |     766     383     766 |    0.1    8.9    0.6
268  |   194 |    3283 |    5377     385    5377 |     771     386     771 |    0.1   12.5    0.7
269  |   194 |    3272 |    5370     386    5370 |     771     386     771 |    0.1   12.1    0.7
270  |   194 |    2505 |    5374     386    5374 |     772     386     772 |    0.2    9.2    0.6
271  |   194 |    3279 |    5367     384    5367 |     769     384     769 |    0.2   12.5    0.7
272  |   194 |    3272 |    5364     384    5364 |     769     384     769 |    0.1   12.0    0.7
273  |   191 |    2077 |    5287     384    5287 |     767     384     767 |    0.1    9.6    0.6
274  |   194 |    2689 |    5375     386    5375 |     771     386     771 |    0.1   12.4    0.7
275  |   194 |    3281 |    5371     385    5371 |     769     385     769 |    0.1   12.3    0.7
276  |   193 |    3239 |    5310     383    5310 |     767     383     767 |    0.1   12.1    0.7
277  |   194 |    3288 |    5382     386    5382 |     771     386     771 |    0.1   12.1    0.7
278  |   194 |    3282 |    5375     385    5375 |     771     385     771 |    0.1   12.5    0.7
279  |   194 |    3285 |    5383     385    5383 |     771     385     771 |    0.1   12.8    0.7
280  |   194 |    3247 |    5318     384    5318 |     768     384     768 |    0.1   12.8    0.7
281  |   194 |    3276 |    5373     384    5373 |     769     384     769 |    0.1   12.6    0.7
282  |   194 |    3289 |    5379     386    5379 |     772     386     772 |    0.1   12.3    0.7
283  |   194 |    3281 |    5377     385    5377 |     771     385     771 |    0.1   12.6    0.7
284  |   194 |    3258 |    5361     384    5361 |     769     384     769 |    0.1   11.8    0.6
285  |   193 |    3254 |    5335     383    5335 |     768     383     768 |    0.1   12.6    0.7
286  |   194 |    3286 |    5371     386    5371 |     772     386     772 |    0.1   12.4    0.7
287  |   193 |    3249 |    5337     384    5337 |     768     384     768 |    0.1   11.6    0.7
288  |   194 |    3278 |    4616     385    4616 |     770     385     770 |    0.2    9.3    0.6
289  |   194 |    3268 |    5372     385    5372 |     770     385     770 |    0.1   12.1    0.7
290  |   194 |    3286 |    5381     385    5381 |     771     385     771 |    0.1   12.7    0.7
291  |   194 |    2278 |    5366     384    5366 |     768     384     768 |    0.1   12.9    0.7
292  |   194 |    3281 |    5365     386    5365 |     772     386     772 |    0.1   12.8    0.7
293  |   194 |    3278 |    5370     386    5370 |     772     386     772 |    0.1   13.2    0.7
294  |   194 |    2696 |    5374     385    5374 |     770     385     770 |    0.1    9.5    0.6
295  |   194 |    2086 |    4577     383    4577 |     768     384     768 |    0.1    9.1    0.6
296  |   194 |    2303 |    5374     385    5374 |     771     385     771 |    0.1   12.9    0.7
297  |   192 |    3236 |    5338     383    5338 |     766     383     766 |    0.2    9.4    0.6
298  |   193 |    3268 |    5365     384    5365 |     768     384     768 |    0.1   12.5    0.7
299  |   193 |    3269 |    5363     384    5363 |     768     384     768 |    0.1   12.5    0.7
300  |   194 |    2490 |    5364     384    5364 |     769     384     769 |    0.1   12.7    0.7
301  |   194 |    3257 |    5327     384    5327 |     768     384     768 |    0.1   11.9    0.7
302  |   194 |    2500 |    5362     385    5362 |     770     385     770 |    0.1    8.9    0.6
303  |   194 |    3282 |    5376     385    5376 |     771     385     771 |    0.1   12.8    0.7
304  |   194 |    3279 |    5376     385    5376 |     770     385     770 |    0.1   13.0    0.7
305  |   194 |    3284 |    5375     386    5375 |     771     386     771 |    0.1   12.7    0.7
306  |   194 |    3272 |    5371     384    5371 |     769     384     769 |    0.1   12.9    0.7
307  |   194 |    3279 |    5369     384    5369 |     769     385     769 |    0.1   12.8    0.7
308  |   194 |    3275 |    5365     385    5365 |     769     385     769 |    0.1   12.6    0.7
309  |   194 |    2508 |    5382     385    5382 |     770     385     770 |    0.1    9.8    0.6
310  |   194 |    3275 |    5371     386    5371 |     772     386     772 |    0.1   12.2    0.7
311  |   194 |    2493 |    5368     385    5368 |     769     385     769 |    0.1   12.6    0.7
312  |   193 |    3255 |    5349     383    5349 |     767     384     767 |    0.1   12.0    0.7
