=== L5 alg2 10k ===
=== MLLL vs HNF Intermediate Bit Size Benchmark ===
Level: 5, Norm bitsize: 254, Iterations: 10000

Generating 10000 random ideal lattice pairs (bitsize=254)...
Mode: alg2
  Set 1: 88337.19 ms
  Set 2: 88901.96 ms
Generation done.

T    |   Inp |  HNFint | MLLLtot   MLLLv   MLLLg |  GRMtot    GRMv    GRMg |  HNFms MLLLms  GRMms
114  |   254 |    4298 |    7068     506    7068 |    1013     506    1013 |    0.2   27.1    1.0
115  |   255 |    4329 |    7086     509    7086 |    1017     509    1017 |    0.3   26.2    0.9
116  |   255 |    4308 |    7086     507    7086 |    1014     507    1014 |    0.2   24.9    0.9
117  |   254 |    4295 |    6068     506    6068 |    1012     506    1012 |    0.2   20.0    0.8
118  |   254 |    4289 |    7059     506    7059 |    1012     506    1012 |    0.2   25.2    0.9
119  |   255 |    4317 |    7092     508    7092 |    1015     508    1015 |    0.3   24.3    1.3
120  |   254 |    4311 |    6075     507    6075 |    1014     507    1014 |    0.3   18.5    0.9
121  |   254 |    3018 |    6060     506    6060 |    1012     506    1012 |    0.2   17.9    0.8
122  |   255 |    4300 |    7055     506    7055 |    1013     506    1013 |    0.3   24.7    0.9
123  |   254 |    4300 |    7072     507    7072 |    1013     507    1013 |    0.2   25.9    1.0
124  |   255 |    4298 |    7062     506    7062 |    1012     506    1012 |    0.2   26.4    0.9
125  |   253 |    4283 |    7052     505    7052 |    1011     505    1011 |    0.2   26.2    0.9
126  |   253 |    4284 |    6063     506    6063 |    1011     506    1011 |    0.2   18.5    0.9
127  |   254 |    4309 |    7078     507    7078 |    1015     507    1015 |    0.2   28.0    1.1
128  |   255 |    4321 |    6086     508    6086 |    1016     508    1016 |    0.3   18.6    1.0
129  |   255 |    3774 |    7041     508    7041 |    1016     508    1016 |    0.2   18.1    0.8
130  |   252 |    4265 |    6037     505    6037 |    1010     505    1010 |    0.2   18.4    0.9
131  |   254 |    2759 |    7008     508    7008 |    1016     508    1016 |    0.3   19.9    0.8
132  |   255 |    3251 |    6024     507    6024 |    1013     506    1013 |    0.2   17.4    0.8
133  |   255 |    4306 |    7082     507    7082 |    1014     507    1014 |    0.2   26.1    0.9
134  |   254 |    4298 |    7070     506    7070 |    1014     506    1014 |    0.3   25.1    1.2
135  |   255 |    4314 |    7086     507    7086 |    1014     507    1014 |    0.2   24.8    0.9
136  |   255 |    3809 |    7054     508    7054 |    1016     508    1016 |    0.2   19.5    0.9
137  |   255 |    4316 |    7084     508    7084 |    1016     508    1016 |    0.2   24.7    0.9
138  |   255 |    3303 |    7077     509    7077 |    1018     509    1018 |    0.2   19.2    0.8
139  |   255 |    4308 |    7086     507    7086 |    1014     507    1014 |    0.4   25.4    0.9
140  |   255 |    4327 |    7089     508    7089 |    1016     508    1016 |    0.2   25.2    1.0
141  |   255 |    4322 |    7089     508    7089 |    1016     508    1016 |    0.3   27.4    1.1
142  |   253 |    4269 |    7030     505    7030 |    1011     506    1011 |    0.3   23.5    0.9
143  |   255 |    4294 |    6071     507    6071 |    1013     506    1013 |    0.2   19.0    0.8
144  |   255 |    4315 |    7088     507    7088 |    1015     507    1015 |    0.2   26.3    1.0
145  |   255 |    3020 |    7078     508    7078 |    1016     508    1016 |    0.2   26.6    1.0
146  |   253 |    2767 |    6056     505    6056 |    1011     505    1011 |    0.2   19.0    1.0
147  |   255 |    4307 |    7074     507    7074 |    1013     507    1013 |    0.3   27.1    1.2
148  |   255 |    2774 |    7077     507    7077 |    1015     507    1015 |    0.3   26.2    1.0
149  |   254 |    4249 |    6029     506    6029 |    1012     505    1012 |    0.2   18.3    0.8
150  |   255 |    3294 |    7085     507    7085 |    1015     507    1015 |    0.2   26.3    0.9
151  |   254 |    3017 |    6060     506    6060 |    1013     506    1013 |    0.2   18.7    0.8
152  |   255 |    4311 |    7078     508    7078 |    1016     508    1016 |    0.3   25.5    0.9
153  |   255 |    4315 |    7079     507    7079 |    1015     507    1015 |    0.2   25.0    0.9
154  |   254 |    4292 |    7054     505    7054 |    1012     505    1012 |    0.2   25.3    0.9
155  |   254 |    4306 |    7074     507    7074 |    1015     507    1015 |    0.2   25.4    1.0
156  |   255 |    4313 |    7083     507    7083 |    1013     507    1013 |    0.2   24.9    1.1
157  |   255 |    3031 |    7090     508    7090 |    1016     508    1016 |    0.4   26.2    1.0
158  |   255 |    4314 |    7083     507    7083 |    1014     507    1014 |    0.2   27.0    1.0
159  |   255 |    4295 |    7077     507    7077 |    1014     507    1014 |    0.2   25.8    1.4
160  |   255 |    4314 |    7080     506    7080 |    1013     507    1013 |    0.2   27.2    1.2
161  |   255 |    4301 |    7070     506    7070 |    1012     506    1012 |    0.3   25.2    0.9
162  |   254 |    4304 |    7080     507    7080 |    1014     507    1014 |    0.2   25.6    1.0
163  |   255 |    3552 |    7091     508    7091 |    1016     508    1016 |    0.3   19.6    0.9
164  |   255 |    3271 |    7064     506    7064 |    1013     506    1013 |    0.2   19.0    0.8
165  |   254 |    4280 |    7021     506    7021 |    1015     506    1015 |    0.3   24.7    0.9
166  |   255 |    4300 |    7075     507    7075 |    1015     507    1015 |    0.3   24.4    0.9
167  |   255 |    3530 |    7074     506    7074 |    1013     506    1013 |    0.2   24.2    1.1
168  |   255 |    4277 |    7032     509    7032 |    1018     509    1018 |    0.3   18.7    0.9
169  |   255 |    4307 |    7080     508    7080 |    1016     508    1016 |    0.3   25.6    1.0
170  |   254 |    4307 |    7069     507    7069 |    1013     507    1013 |    0.3   25.7    1.2
171  |   255 |    2796 |    7085     508    7085 |    1017     509    1017 |    0.3   28.6    1.3
172  |   255 |    4318 |    7086     507    7086 |    1015     507    1015 |    0.3   25.4    0.9
173  |   255 |    4318 |    7090     508    7090 |    1016     508    1016 |    0.3   26.5    1.0
174  |   254 |    4285 |    6060     506    6060 |    1012     506    1012 |    0.2   18.3    0.8
175  |   254 |    4307 |    7080     506    7080 |    1013     506    1013 |    0.2   27.0    1.0
176  |   253 |    4277 |    6049     505    6049 |    1010     505    1010 |    0.2   18.5    0.9
177  |   255 |    4299 |    6072     509    6072 |    1018     509    1018 |    0.3   18.4    0.8
178  |   255 |    4314 |    7078     507    7078 |    1013     507    1013 |    0.2   26.1    0.9
179  |   254 |    4289 |    7062     505    7062 |    1011     506    1011 |    0.2   25.3    1.0
180  |   255 |    3262 |    6054     506    6054 |    1012     506    1012 |    0.3   18.6    0.8
181  |   255 |    4307 |    7066     506    7066 |    1013     506    1013 |    0.2   27.2    0.9
182  |   255 |    4317 |    7086     507    7086 |    1015     508    1015 |    0.3   27.5    1.0
183  |   255 |    3555 |    7088     507    7088 |    1016     507    1016 |    0.3   24.4    0.9
184  |   255 |    4313 |    7083     507    7083 |    1015     508    1015 |    0.3   25.4    1.0
185  |   255 |    4321 |    7084     508    7084 |    1016     508    1016 |    0.2   27.3    1.0
186  |   255 |    4317 |    7084     507    7084 |    1015     507    1015 |    0.2   24.7    0.9
187  |   255 |    4316 |    7086     507    7086 |    1015     507    1015 |    0.2   25.5    0.9
188  |   255 |    4313 |    7083     507    7083 |    1013     507    1013 |    0.2   27.9    0.9
189  |   255 |    3039 |    7094     508    7094 |    1016     508    1016 |    0.2   24.4    1.0
190  |   255 |    4319 |    7088     507    7088 |    1014     507    1014 |    0.3   25.7    0.9
191  |   255 |    4300 |    7066     506    7066 |    1012     506    1012 |    0.2   25.9    1.1
192  |   255 |    4296 |    6071     507    6071 |    1014     507    1014 |    0.3   18.5    0.8
193  |   255 |    4321 |    7082     508    7082 |    1016     508    1016 |    0.2   25.0    0.9
194  |   255 |    4318 |    7089     508    7089 |    1015     508    1015 |    0.3   25.4    1.0
195  |   255 |    4313 |    7090     507    7090 |    1014     507    1014 |    0.2   25.1    1.0
196  |   255 |    4298 |    7051     505    7051 |    1014     506    1014 |    0.3   25.5    0.9
197  |   253 |    4265 |    6041     505    6041 |    1011     505    1011 |    0.2   18.8    0.9
198  |   255 |    4308 |    7079     508    7079 |    1016     508    1016 |    0.2   24.6    1.1
199  |   255 |    4297 |    7044     509    7044 |    1018     509    1018 |    0.4   26.8    1.2
200  |   255 |    3020 |    7056     506    7056 |    1013     506    1013 |    0.2   19.1    0.8
201  |   255 |    4310 |    7059     510    7059 |    1019     510    1019 |    0.4   19.3    0.9
202  |   255 |    4330 |    7076     509    7076 |    1019     509    1019 |    0.3   26.5    0.9
203  |   255 |    2783 |    7083     508    7083 |    1015     508    1015 |    0.2   25.9    0.9
204  |   255 |    4312 |    7088     507    7088 |    1014     507    1014 |    0.2   25.5    0.9
205  |   254 |    4294 |    6071     506    6071 |    1013     506    1013 |    0.2   20.9    0.9
206  |   255 |    2788 |    7084     508    7084 |    1015     508    1015 |    0.2   20.7    0.9
207  |   255 |    4312 |    7075     507    7075 |    1015     507    1015 |    0.2   24.9    0.9
208  |   255 |    4312 |    7080     507    7080 |    1015     507    1015 |    0.2   25.0    1.2
209  |   255 |    4301 |    6076     506    6076 |    1013     507    1013 |    0.3   18.5    0.8
210  |   255 |    2771 |    6066     506    6066 |    1012     506    1012 |    0.2   19.0    0.8
211  |   253 |    3262 |    6057     505    6057 |    1011     505    1011 |    0.2   18.2    0.8
212  |   255 |    3545 |    7065     508    7065 |    1017     508    1017 |    0.2   20.5    0.9
213  |   254 |    4286 |    7056     505    7056 |    1011     505    1011 |    0.3   26.3    1.2
214  |   255 |    4299 |    6072     507    6072 |    1015     508    1015 |    0.2   18.3    0.8
215  |   255 |    4304 |    7064     508    7064 |    1017     508    1017 |    0.2   19.5    0.8
216  |   255 |    4315 |    7077     508    7077 |    1015     508    1015 |    0.3   25.0    1.0
217  |   255 |    4321 |    7084     508    7084 |    1016     508    1016 |    0.2   25.3    0.9
218  |   255 |    4316 |    7083     507    7083 |    1015     507    1015 |    0.2   26.7    1.3
219  |   255 |    4316 |    7083     507    7083 |    1015     507    1015 |    0.3   26.7    1.0
220  |   255 |    4321 |    7089     508    7089 |    1015     508    1015 |    0.2   24.8    1.2
221  |   255 |    4305 |    7074     506    7074 |    1013     506    1013 |    0.3   25.4    0.9
222  |   255 |    4322 |    7089     509    7089 |    1017     509    1017 |    0.2   26.9    1.0
223  |   255 |    2779 |    7084     507    7084 |    1014     507    1014 |    0.2   25.9    1.0
224  |   255 |    4318 |    7095     508    7095 |    1015     508    1015 |    0.3   24.7    1.0
225  |   255 |    4327 |    7095     508    7095 |    1017     508    1017 |    0.2   27.7    1.0
226  |   255 |    4306 |    7080     507    7080 |    1014     507    1014 |    0.2   26.1    0.9
227  |   253 |    4273 |    6046     505    6046 |    1010     505    1010 |    0.2   18.6    0.9
228  |   255 |    4306 |    7072     508    7072 |    1016     508    1016 |    0.3   27.8    1.0
229  |   255 |    4294 |    6069     507    6069 |    1013     507    1013 |    0.2   18.5    1.1
230  |   255 |    4322 |    7094     508    7094 |    1016     508    1016 |    0.3   25.5    0.9
231  |   255 |    3023 |    7083     507    7083 |    1014     507    1014 |    0.2   28.1    1.1
232  |   255 |    4326 |    7093     507    7093 |    1016     508    1016 |    0.2   25.4    0.9
233  |   255 |    4303 |    7059     506    7059 |    1013     506    1013 |    0.3   24.9    1.1
234  |   255 |    4316 |    7087     507    7087 |    1015     507    1015 |    0.3   25.5    1.0
235  |   255 |    4309 |    7077     507    7077 |    1014     507    1014 |    0.2   24.9    0.9
236  |   255 |    4305 |    7064     506    7064 |    1013     506    1013 |    0.2   25.8    1.0
237  |   255 |    4319 |    7088     507    7088 |    1015     507    1015 |    0.2   22.3    1.0
238  |   255 |    4310 |    7086     507    7086 |    1015     507    1015 |    0.2   25.0    1.0
239  |   255 |    4321 |    7092     507    7092 |    1015     507    1015 |    0.2   24.9    1.0
240  |   254 |    4297 |    7069     506    7069 |    1012     506    1012 |    0.2   25.8    1.0
241  |   255 |    4322 |    7097     508    7097 |    1016     508    1016 |    0.2   25.2    0.9
242  |   254 |    2765 |    6046     506    6046 |    1012     506    1012 |    0.2   19.2    0.8
243  |   255 |    4322 |    7088     508    7088 |    1015     508    1015 |    0.3   25.5    1.1
244  |   255 |    4315 |    7081     507    7081 |    1014     507    1014 |    0.3   26.3    1.0
245  |   255 |    4298 |    7055     506    7055 |    1013     506    1013 |    0.3   18.3    0.8
246  |   252 |    4252 |    6022     505    6022 |    1010     505    1010 |    0.2   18.1    0.8
247  |   255 |    4311 |    7079     508    7079 |    1016     508    1016 |    0.2   25.6    0.9
248  |   254 |    4310 |    7079     507    7079 |    1014     507    1014 |    0.2   24.9    0.9
249  |   255 |    3530 |    7079     506    7079 |    1013     506    1013 |    0.2   26.7    1.1
250  |   255 |    4313 |    7083     507    7083 |    1014     507    1014 |    0.2   25.8    0.9
251  |   255 |    4319 |    7080     508    7080 |    1016     508    1016 |    0.2   25.4    0.9
252  |   255 |    4269 |    6048     507    6048 |    1013     507    1013 |    0.2   18.6    0.8
253  |   255 |    4327 |    7090     508    7090 |    1017     508    1017 |    0.3   25.8    1.0
254  |   255 |    4317 |    7086     507    7086 |    1014     507    1014 |    0.2   25.4    1.0
255  |   255 |    4308 |    7077     507    7077 |    1014     507    1014 |    0.2   26.1    1.2
256  |   255 |    4309 |    7074     507    7074 |    1014     507    1014 |    0.3   26.5    1.0
257  |   254 |    4294 |    7072     506    7072 |    1012     506    1012 |    0.2   25.3    0.9
258  |   255 |    4310 |    7083     507    7083 |    1014     507    1014 |    0.2   26.6    1.0
259  |   253 |    4279 |    7044     505    7044 |    1011     505    1011 |    0.2   27.1    1.0
260  |   255 |    4306 |    7085     507    7085 |    1014     507    1014 |    0.2   25.8    1.0
261  |   255 |    4325 |    7092     508    7092 |    1016     508    1016 |    0.2   26.8    0.9
262  |   255 |    4315 |    7080     508    7080 |    1016     508    1016 |    0.2   25.8    0.9
263  |   255 |    4318 |    7079     507    7079 |    1015     508    1015 |    0.2   25.9    1.0
264  |   255 |    4322 |    7095     507    7095 |    1015     507    1015 |    0.2   28.7    1.0
265  |   254 |    4270 |    7009     508    7009 |    1016     508    1016 |    0.2   24.6    0.9
266  |   255 |    4325 |    7096     508    7096 |    1016     508    1016 |    0.2   24.8    1.0
267  |   255 |    4310 |    7070     506    7070 |    1013     506    1013 |    0.2   26.4    0.9
268  |   254 |    4299 |    7075     506    7075 |    1013     506    1013 |    0.2   25.2    0.9
269  |   255 |    4316 |    7080     507    7080 |    1014     507    1014 |    0.2   27.5    1.0
270  |   253 |    4272 |    6045     505    6045 |    1010     505    1010 |    0.2   18.5    0.8
271  |   254 |    4293 |    6069     506    6069 |    1013     507    1013 |    0.3   20.6    0.9
272  |   254 |    4291 |    7070     506    7070 |    1012     506    1012 |    0.2   25.4    1.0
273  |   254 |    2997 |    6018     505    6018 |    1011     505    1011 |    0.2   18.5    1.0
274  |   255 |    4320 |    7087     507    7087 |    1014     507    1014 |    0.3   27.7    1.0
275  |   254 |    4297 |    7077     506    7077 |    1013     506    1013 |    0.2   24.2    0.9
276  |   255 |    4316 |    7089     507    7089 |    1015     507    1015 |    0.3   26.5    0.9
277  |   255 |    3276 |    6070     506    6070 |    1013     506    1013 |    0.2   18.4    0.8
278  |   255 |    4317 |    7082     509    7082 |    1017     508    1017 |    0.2   24.9    1.0
279  |   255 |    4324 |    7093     508    7093 |    1015     508    1015 |    0.2   25.5    1.0
280  |   255 |    2796 |    7083     509    7083 |    1017     509    1017 |    0.2   26.5    1.0
281  |   255 |    4268 |    6043     509    6043 |    1017     509    1017 |    0.2   17.6    0.8
282  |   253 |    3263 |    7043     506    7043 |    1013     506    1013 |    0.2   19.1    0.8
283  |   254 |    4297 |    7074     506    7074 |    1013     506    1013 |    0.2   25.4    0.9
284  |   255 |    4312 |    7070     508    7070 |    1015     508    1015 |    0.3   27.2    1.0
285  |   255 |    4319 |    7081     507    7081 |    1014     507    1014 |    0.2   25.9    0.9
286  |   255 |    4314 |    7071     507    7071 |    1014     507    1014 |    0.2   26.2    1.0
287  |   255 |    4311 |    7075     507    7075 |    1014     507    1014 |    0.2   23.6    1.0
288  |   255 |    4276 |    6052     506    6052 |    1013     506    1013 |    0.2   19.1    0.8
289  |   255 |    4317 |    7072     508    7072 |    1016     508    1016 |    0.3   28.4    1.1
290  |   255 |    4312 |    7082     508    7082 |    1017     508    1017 |    0.2   24.6    1.0
291  |   255 |    4320 |    7091     507    7091 |    1015     507    1015 |    0.2   25.7    1.0
292  |   255 |    3549 |    7085     509    7085 |    1017     509    1017 |    0.2   26.0    1.0
293  |   255 |    2763 |    7043     506    7043 |    1013     506    1013 |    0.2   18.9    0.8
294  |   255 |    2780 |    7078     507    7078 |    1014     507    1014 |    0.2   25.6    1.0
295  |   254 |    4299 |    7062     506    7062 |    1012     506    1012 |    0.2   25.5    0.9
296  |   255 |    3510 |    7020     507    7020 |    1015     507    1015 |    0.2   18.9    0.8
297  |   253 |    3215 |    5981     505    5981 |    1011     506    1011 |    0.2   17.8    0.8
298  |   255 |    4321 |    7092     508    7092 |    1016     508    1016 |    0.3   25.8    1.0
299  |   255 |    4284 |    7021     505    7021 |    1014     505    1014 |    0.4   23.6    0.9
300  |   255 |    4315 |    7072     507    7072 |    1014     507    1014 |    0.2   25.5    1.0
