=== L3 alg2 10k ===
=== MLLL vs HNF Intermediate Bit Size Benchmark ===
Level: 3, Norm bitsize: 193, Iterations: 10000

Generating 10000 random ideal lattice pairs (bitsize=193)...
Mode: alg2
  Set 1: 44219.51 ms
  Set 2: 43860.51 ms
Generation done.

T    |   Inp |  HNFint | MLLLtot   MLLLv   MLLLg |  GRMtot    GRMv    GRMg |  HNFms MLLLms  GRMms
245  |   194 |    3271 |    5364     384    5364 |     768     384     768 |    0.2   12.7    0.7
246  |   193 |    3265 |    5356     385    5356 |     771     385     771 |    0.2   13.5    0.7
247  |   194 |    2299 |    4615     385    4615 |     770     385     770 |    0.3   10.2    0.7
248  |   194 |    3270 |    5362     384    5362 |     768     384     768 |    0.2   13.6    0.7
249  |   193 |    3267 |    5363     384    5363 |     768     384     768 |    0.2   13.8    0.7
250  |   194 |    3274 |    5365     384    5365 |     769     384     769 |    0.2   13.5    0.7
251  |   193 |    3257 |    5363     384    5363 |     768     384     768 |    0.2   13.1    0.7
252  |   194 |    3285 |    5376     385    5376 |     771     385     771 |    0.2   13.3    0.7
253  |   194 |    3271 |    5351     385    5351 |     770     385     770 |    0.2   12.9    0.7
254  |   194 |    3279 |    5376     385    5376 |     770     385     770 |    0.2   13.9    0.8
255  |   194 |    2107 |    5369     385    5369 |     770     385     770 |    0.3   13.5    0.9
256  |   194 |    3271 |    5361     384    5361 |     768     384     768 |    0.2   13.1    0.7
257  |   194 |    3275 |    5374     385    5374 |     770     385     770 |    0.2   13.6    0.7
258  |   194 |    3260 |    5367     384    5367 |     768     384     768 |    0.2   13.1    0.7
259  |   194 |    2287 |    4604     384    4604 |     769     384     769 |    0.2    9.5    0.6
260  |   194 |    3276 |    5361     385    5361 |     769     385     769 |    0.2   12.7    0.7
261  |   193 |    3250 |    4595     384    4595 |     768     384     768 |    0.1    9.9    0.6
262  |   194 |    2115 |    5381     385    5381 |     770     385     770 |    0.2   13.4    0.7
263  |   194 |    3274 |    5370     386    5370 |     771     386     771 |    0.2   13.0    0.7
264  |   194 |    3277 |    5372     384    5372 |     769     384     769 |    0.2   10.3    0.7
265  |   193 |    3263 |    5345     385    5345 |     773     385     773 |    0.2   12.9    0.7
266  |   194 |    3281 |    5367     386    5367 |     772     386     772 |    0.2   13.2    0.7
267  |   194 |    2102 |    5352     383    5352 |     769     384     769 |    0.2   12.9    0.7
268  |   194 |    3288 |    5384     385    5384 |     771     385     771 |    0.2   13.1    0.7
269  |   194 |    3283 |    5377     385    5377 |     770     385     770 |    0.2   10.2    0.6
270  |   194 |    3280 |    5374     386    5374 |     772     386     772 |    0.2   12.6    0.7
