=== L5_alg2_1000_baseline ===
=== MLLL vs HNF Intermediate Bit Size Benchmark ===
Level: 5, Norm bitsize: 254, Iterations: 1000
GRAM prealloc (Phase 2 candidate B): OFF

Generating 1000 random ideal lattice pairs (bitsize=254)...
Mode: alg2
  Set 1: 8383.42 ms
  Set 2: 8247.00 ms
Generation done.

T    |   Inp |  HNFint | MLLLtot   MLLLv   MLLLg |  GRMtot    GRMv    GRMg |  HNFms MLLLms  GRMms
185  |   254 |    4290 |    7069     506    7069 |    1012     506    1012 |    0.1   23.0    0.9
186  |   255 |    4311 |    7084     507    7084 |    1014     507    1014 |    0.1   22.8    0.9
187  |   254 |    4307 |    7072     508    7072 |    1015     508    1015 |    0.1   22.9    0.9
188  |   255 |    2790 |    7088     507    7088 |    1015     507    1015 |    0.1   17.3    0.8
189  |   255 |    3016 |    6049     506    6049 |    1013     506    1013 |    0.1   17.1    0.8
190  |   254 |    4299 |    7075     506    7075 |    1012     506    1012 |    0.1   23.6    0.9
191  |   255 |    4313 |    7082     507    7082 |    1013     507    1013 |    0.1   23.3    0.9
192  |   254 |    4305 |    7067     507    7067 |    1013     507    1013 |    0.1   23.6    0.9
193  |   255 |    4326 |    7095     507    7095 |    1016     508    1016 |    0.1   24.5    0.9
194  |   255 |    4311 |    7086     507    7086 |    1013     507    1013 |    0.1   24.3    0.9
195  |   255 |    3544 |    7059     507    7059 |    1014     507    1014 |    0.2   18.4    0.8
196  |   255 |    4313 |    7088     508    7088 |    1015     508    1015 |    0.2   23.4    0.9
197  |   255 |    4318 |    7087     507    7087 |    1016     507    1016 |    0.1   24.2    0.9
198  |   255 |    4303 |    7056     507    7056 |    1014     507    1014 |    0.2   22.8    0.9
199  |   255 |    4311 |    7084     507    7084 |    1014     507    1014 |    0.1   23.3    0.9
200  |   255 |    4283 |    7054     507    7054 |    1016     507    1016 |    0.2   17.4    0.8
201  |   255 |    4310 |    7085     507    7085 |    1014     507    1014 |    0.2   23.6    0.9
202  |   255 |    4310 |    7078     509    7078 |    1017     509    1017 |    0.2   23.4    0.9
203  |   255 |    4301 |    7054     506    7054 |    1013     506    1013 |    0.1   23.1    0.9
204  |   254 |    4296 |    7064     506    7064 |    1012     506    1012 |    0.1   23.3    0.9
205  |   255 |    4324 |    7091     507    7091 |    1015     507    1015 |    0.2   25.0    1.0
206  |   255 |    4276 |    7026     505    7026 |    1012     505    1012 |    0.2   23.0    0.9
207  |   255 |    4312 |    7090     507    7090 |    1015     507    1015 |    0.2   24.1    0.9
208  |   254 |    4298 |    7067     506    7067 |    1012     506    1012 |    0.1   24.2    0.9
209  |   255 |    4317 |    6080     507    6080 |    1015     507    1015 |    0.1   17.8    0.8
210  |   252 |    4271 |    6038     506    6038 |    1013     506    1013 |    0.2   17.2    0.8
211  |   255 |    4298 |    7059     506    7059 |    1012     506    1012 |    0.1   23.9    0.9
212  |   255 |    4317 |    7084     507    7084 |    1014     507    1014 |    0.1   23.1    0.9
213  |   255 |    4310 |    7075     506    7075 |    1013     506    1013 |    0.1   25.1    0.9
214  |   255 |    2794 |    7085     508    7085 |    1017     508    1017 |    0.1   23.8    0.9
215  |   255 |    4312 |    7073     507    7073 |    1016     507    1016 |    0.2   24.4    0.9
216  |   255 |    4321 |    7092     507    7092 |    1016     508    1016 |    0.2   23.1    0.9
217  |   254 |    4264 |    6991     505    6991 |    1013     505    1013 |    0.2   22.0    0.9
218  |   255 |    4320 |    7085     507    7085 |    1014     507    1014 |    0.1   24.1    1.0
219  |   255 |    4317 |    7089     507    7089 |    1014     507    1014 |    0.2   23.3    1.0
220  |   251 |    4256 |    6027     505    6027 |    1010     505    1010 |    0.2   16.7    0.8
221  |   255 |    4302 |    7081     506    7081 |    1014     507    1014 |    0.1   25.0    1.0
222  |   255 |    4309 |    7076     508    7076 |    1018     508    1018 |    0.2   23.7    0.9
223  |   255 |    4315 |    7087     507    7087 |    1015     507    1015 |    0.2   23.7    0.9
224  |   255 |    4320 |    7073     509    7073 |    1018     509    1018 |    0.1   23.5    0.9
225  |   254 |    4306 |    7082     506    7082 |    1013     507    1013 |    0.1   23.8    0.9
226  |   255 |    4320 |    7083     509    7083 |    1017     509    1017 |    0.2   23.7    0.9
227  |   255 |    4324 |    7088     508    7088 |    1016     508    1016 |    0.2   23.7    0.9
228  |   254 |    4304 |    7080     506    7080 |    1013     506    1013 |    0.2   23.9    0.9
229  |   255 |    4291 |    6066     506    6066 |    1013     506    1013 |    0.1   17.6    0.9
230  |   255 |    4290 |    7063     508    7063 |    1017     508    1017 |    0.2   26.1    0.9
231  |   252 |    4253 |    6025     505    6025 |    1010     505    1010 |    0.2   16.7    0.7
232  |   255 |    4314 |    7073     507    7073 |    1014     507    1014 |    0.2   23.6    0.9
233  |   255 |    4302 |    7079     507    7079 |    1014     507    1014 |    0.1   23.1    0.9
234  |   255 |    4321 |    7089     508    7089 |    1017     508    1017 |    0.2   22.7    0.9
235  |   255 |    4320 |    7089     508    7089 |    1016     508    1016 |    0.2   24.4    0.9
236  |   255 |    3260 |    6046     506    6046 |    1012     506    1012 |    0.2   16.8    0.8
237  |   254 |    4302 |    7060     506    7060 |    1014     506    1014 |    0.2   17.5    0.8
238  |   253 |    4277 |    6050     505    6050 |    1011     505    1011 |    0.1   17.6    0.8
239  |   255 |    3267 |    7036     508    7036 |    1016     508    1016 |    0.2   16.8    0.8
240  |   255 |    4301 |    7083     507    7083 |    1014     506    1014 |    0.2   24.2    0.9
241  |   255 |    3024 |    7079     506    7079 |    1013     507    1013 |    0.2   22.8    0.9
242  |   255 |    4309 |    7081     507    7081 |    1013     507    1013 |    0.1   23.8    0.9
243  |   255 |    2777 |    6074     507    6074 |    1013     507    1013 |    0.1   17.5    0.8
244  |   255 |    4325 |    7082     508    7082 |    1017     508    1017 |    0.2   24.1    1.0
245  |   254 |    4292 |    7061     506    7061 |    1012     506    1012 |    0.1   23.1    0.9
246  |   255 |    4318 |    7089     508    7089 |    1016     508    1016 |    0.2   24.7    1.0
247  |   255 |    4310 |    7072     508    7072 |    1015     508    1015 |    0.2   24.6    1.0
248  |   255 |    3023 |    6076     506    6076 |    1013     506    1013 |    0.2   17.9    0.8
249  |   255 |    2779 |    7071     506    7071 |    1015     508    1015 |    0.1   23.4    0.9
250  |   255 |    3290 |    7084     507    7084 |    1015     507    1015 |    0.2   24.4    0.9
251  |   255 |    4308 |    7069     507    7069 |    1014     507    1014 |    0.2   23.2    0.9
252  |   255 |    3803 |    7088     507    7088 |    1015     507    1015 |    0.2   23.9    0.9
253  |   255 |    4311 |    7072     506    7072 |    1013     506    1013 |    0.2   24.4    0.9
254  |   255 |    3809 |    7090     507    7090 |    1016     507    1016 |    0.2   17.4    0.8
255  |   254 |    4291 |    6065     506    6065 |    1011     506    1011 |    0.1   17.4    0.8
256  |   254 |    4249 |    7023     505    7023 |    1011     506    1011 |    0.2   17.5    0.8
257  |   255 |    2798 |    7089     508    7089 |    1017     508    1017 |    0.2   23.7    0.9
258  |   255 |    4316 |    7085     507    7085 |    1016     507    1016 |    0.2   23.6    0.9
259  |   255 |    4291 |    6073     506    6073 |    1013     506    1013 |    0.2   18.0    0.8
260  |   255 |    4319 |    7089     507    7089 |    1015     507    1015 |    0.2   23.8    0.9
261  |   255 |    4325 |    7095     508    7095 |    1016     508    1016 |    0.2   24.4    0.9
262  |   255 |    4317 |    7090     508    7090 |    1016     508    1016 |    0.2   23.1    0.9
263  |   255 |    4316 |    7083     507    7083 |    1016     507    1016 |    0.2   23.4    0.9
264  |   255 |    4321 |    7089     507    7089 |    1014     507    1014 |    0.2   24.8    1.0
265  |   255 |    4312 |    7094     507    7094 |    1015     507    1015 |    0.2   24.8    1.0
266  |   255 |    3305 |    7083     508    7083 |    1016     508    1016 |    0.2   18.7    0.8
267  |   255 |    4260 |    6037     506    6037 |    1012     506    1012 |    0.2   17.6    0.8
268  |   254 |    4306 |    7072     507    7072 |    1013     507    1013 |    0.2   23.8    0.9
269  |   255 |    4308 |    7086     507    7086 |    1014     507    1014 |    0.1   23.2    0.9
270  |   255 |    4316 |    7088     507    7088 |    1015     507    1015 |    0.2   23.3    0.9
271  |   255 |    3800 |    7079     508    7079 |    1015     508    1015 |    0.2   17.5    0.8
272  |   254 |    4294 |    6067     507    6067 |    1013     507    1013 |    0.1   17.8    0.8
273  |   255 |    4327 |    7092     508    7092 |    1017     508    1017 |    0.1   23.6    0.9
274  |   255 |    4309 |    7087     507    7087 |    1014     507    1014 |    0.2   23.5    0.9
275  |   255 |    4325 |    7086     508    7086 |    1016     508    1016 |    0.1   23.9    0.9
276  |   255 |    3762 |    6060     506    6060 |    1014     507    1014 |    0.2   17.1    0.8
277  |   255 |    4322 |    7090     508    7090 |    1016     508    1016 |    0.2   23.6    1.4
278  |   255 |    4307 |    7082     507    7082 |    1014     507    1014 |    0.2   23.8    0.9
279  |   253 |    4281 |    7051     505    7051 |    1010     505    1010 |    0.1   22.6    0.9
280  |   254 |    2775 |    7070     508    7070 |    1015     508    1015 |    0.1   23.6    0.9
281  |   254 |    4283 |    7050     507    7050 |    1015     507    1015 |    0.2   17.8    0.8
282  |   255 |    3296 |    7088     508    7088 |    1016     508    1016 |    0.2   23.5    0.9
283  |   255 |    4313 |    7078     507    7078 |    1014     507    1014 |    0.2   23.7    0.9
